,coefficients,replicate,pval,treatment_site
treatment20C:siteDB...1525,NA,218,NA,treatment20C:siteDB
treatment20C:sitePW...1526,NA,218,NA,treatment20C:sitePW
treatment20C...1527,-0.488523341,219,4.53E-96,treatment20C
siteCI5...1528,NA,219,NA,siteCI5
siteDB...1529,NA,219,NA,siteDB
sitePW...1530,NA,219,NA,sitePW
treatment20C:siteCI5...1531,NA,219,NA,treatment20C:siteCI5
treatment20C:siteDB...1532,NA,219,NA,treatment20C:siteDB
treatment20C:sitePW...1533,NA,219,NA,treatment20C:sitePW
treatment20C...1534,-0.477577063,220,3.95E-88,treatment20C
siteCI5...1535,NA,220,NA,siteCI5
siteDB...1536,NA,220,NA,siteDB
sitePW...1537,NA,220,NA,sitePW
treatment20C:siteCI5...1538,NA,220,NA,treatment20C:siteCI5
treatment20C:siteDB...1539,NA,220,NA,treatment20C:siteDB
treatment20C:sitePW...1540,NA,220,NA,treatment20C:sitePW
treatment20C...1541,-0.470037177,221,2.33E-88,treatment20C
siteCI5...1542,NA,221,NA,siteCI5
siteDB...1543,NA,221,NA,siteDB
sitePW...1544,NA,221,NA,sitePW
treatment20C:siteCI5...1545,NA,221,NA,treatment20C:siteCI5
treatment20C:siteDB...1546,NA,221,NA,treatment20C:siteDB
treatment20C:sitePW...1547,NA,221,NA,treatment20C:sitePW
treatment20C...1548,-0.540417359,222,3.34E-114,treatment20C
siteCI5...1549,NA,222,NA,siteCI5
siteDB...1550,NA,222,NA,siteDB
sitePW...1551,NA,222,NA,sitePW
treatment20C:siteCI5...1552,NA,222,NA,treatment20C:siteCI5
treatment20C:siteDB...1553,NA,222,NA,treatment20C:siteDB
treatment20C:sitePW...1554,NA,222,NA,treatment20C:sitePW
treatment20C...1555,-0.372071739,223,8.45E-50,treatment20C
siteCI5...1556,NA,223,NA,siteCI5
siteDB...1557,NA,223,NA,siteDB
sitePW...1558,NA,223,NA,sitePW
treatment20C:siteCI5...1559,NA,223,NA,treatment20C:siteCI5
treatment20C:siteDB...1560,NA,223,NA,treatment20C:siteDB
treatment20C:sitePW...1561,NA,223,NA,treatment20C:sitePW
treatment20C...1562,-0.513817852,224,4.63E-97,treatment20C
siteCI5...1563,NA,224,NA,siteCI5
siteDB...1564,NA,224,NA,siteDB
sitePW...1565,NA,224,NA,sitePW
treatment20C:siteCI5...1566,NA,224,NA,treatment20C:siteCI5
treatment20C:siteDB...1567,NA,224,NA,treatment20C:siteDB
treatment20C:sitePW...1568,NA,224,NA,treatment20C:sitePW
treatment20C...1569,-0.415806168,225,3.68E-64,treatment20C
siteCI5...1570,NA,225,NA,siteCI5
siteDB...1571,NA,225,NA,siteDB
sitePW...1572,NA,225,NA,sitePW
treatment20C:siteCI5...1573,NA,225,NA,treatment20C:siteCI5
treatment20C:siteDB...1574,NA,225,NA,treatment20C:siteDB
treatment20C:sitePW...1575,NA,225,NA,treatment20C:sitePW
treatment20C...1576,-0.402628612,226,2.14E-62,treatment20C
siteCI5...1577,NA,226,NA,siteCI5
siteDB...1578,NA,226,NA,siteDB
sitePW...1579,NA,226,NA,sitePW
treatment20C:siteCI5...1580,NA,226,NA,treatment20C:siteCI5
treatment20C:siteDB...1581,NA,226,NA,treatment20C:siteDB
treatment20C:sitePW...1582,NA,226,NA,treatment20C:sitePW
treatment20C...1583,-0.245143515,227,1.57E-24,treatment20C
siteCI5...1584,NA,227,NA,siteCI5
siteDB...1585,NA,227,NA,siteDB
sitePW...1586,NA,227,NA,sitePW
treatment20C:siteCI5...1587,NA,227,NA,treatment20C:siteCI5
treatment20C:siteDB...1588,NA,227,NA,treatment20C:siteDB
treatment20C:sitePW...1589,NA,227,NA,treatment20C:sitePW
treatment20C...1590,-0.329028275,228,8.47E-43,treatment20C
siteCI5...1591,NA,228,NA,siteCI5
siteDB...1592,NA,228,NA,siteDB
sitePW...1593,NA,228,NA,sitePW
treatment20C:siteCI5...1594,NA,228,NA,treatment20C:siteCI5
treatment20C:siteDB...1595,NA,228,NA,treatment20C:siteDB
treatment20C:sitePW...1596,NA,228,NA,treatment20C:sitePW
treatment20C...1597,-0.62843342,229,2.57E-157,treatment20C
siteCI5...1598,NA,229,NA,siteCI5
siteDB...1599,NA,229,NA,siteDB
sitePW...1600,NA,229,NA,sitePW
treatment20C:siteCI5...1601,NA,229,NA,treatment20C:siteCI5
treatment20C:siteDB...1602,NA,229,NA,treatment20C:siteDB
treatment20C:sitePW...1603,NA,229,NA,treatment20C:sitePW
treatment20C...1604,-0.453603841,230,6.73E-72,treatment20C
siteCI5...1605,NA,230,NA,siteCI5
siteDB...1606,NA,230,NA,siteDB
sitePW...1607,NA,230,NA,sitePW
treatment20C:siteCI5...1608,NA,230,NA,treatment20C:siteCI5
treatment20C:siteDB...1609,NA,230,NA,treatment20C:siteDB
treatment20C:sitePW...1610,NA,230,NA,treatment20C:sitePW
treatment20C...1611,-0.353693386,231,1.71E-46,treatment20C
siteCI5...1612,NA,231,NA,siteCI5
siteDB...1613,NA,231,NA,siteDB
sitePW...1614,NA,231,NA,sitePW
treatment20C:siteCI5...1615,NA,231,NA,treatment20C:siteCI5
treatment20C:siteDB...1616,NA,231,NA,treatment20C:siteDB
treatment20C:sitePW...1617,NA,231,NA,treatment20C:sitePW
treatment20C...1618,-0.453898007,232,2.31E-83,treatment20C
siteCI5...1619,NA,232,NA,siteCI5
siteDB...1620,NA,232,NA,siteDB
sitePW...1621,NA,232,NA,sitePW
treatment20C:siteCI5...1622,NA,232,NA,treatment20C:siteCI5
treatment20C:siteDB...1623,NA,232,NA,treatment20C:siteDB
treatment20C:sitePW...1624,NA,232,NA,treatment20C:sitePW
treatment20C...1625,-0.338433437,233,1.61E-42,treatment20C
siteCI5...1626,NA,233,NA,siteCI5
siteDB...1627,NA,233,NA,siteDB
sitePW...1628,NA,233,NA,sitePW
treatment20C:siteCI5...1629,NA,233,NA,treatment20C:siteCI5
treatment20C:siteDB...1630,NA,233,NA,treatment20C:siteDB
treatment20C:sitePW...1631,NA,233,NA,treatment20C:sitePW
treatment20C...1632,-0.542088608,234,1.34E-108,treatment20C
siteCI5...1633,NA,234,NA,siteCI5
siteDB...1634,NA,234,NA,siteDB
sitePW...1635,NA,234,NA,sitePW
treatment20C:siteCI5...1636,NA,234,NA,treatment20C:siteCI5
treatment20C:siteDB...1637,NA,234,NA,treatment20C:siteDB
treatment20C:sitePW...1638,NA,234,NA,treatment20C:sitePW
treatment20C...1639,-0.488049172,235,1.63E-87,treatment20C
siteCI5...1640,NA,235,NA,siteCI5
siteDB...1641,NA,235,NA,siteDB
sitePW...1642,NA,235,NA,sitePW
treatment20C:siteCI5...1643,NA,235,NA,treatment20C:siteCI5
treatment20C:siteDB...1644,NA,235,NA,treatment20C:siteDB
treatment20C:sitePW...1645,NA,235,NA,treatment20C:sitePW
treatment20C...1646,-0.43693566,236,1.97E-78,treatment20C
siteCI5...1647,NA,236,NA,siteCI5
siteDB...1648,NA,236,NA,siteDB
sitePW...1649,NA,236,NA,sitePW
treatment20C:siteCI5...1650,NA,236,NA,treatment20C:siteCI5
treatment20C:siteDB...1651,NA,236,NA,treatment20C:siteDB
treatment20C:sitePW...1652,NA,236,NA,treatment20C:sitePW
treatment20C...1653,-0.340115135,237,2.27E-40,treatment20C
siteCI5...1654,NA,237,NA,siteCI5
siteDB...1655,NA,237,NA,siteDB
sitePW...1656,NA,237,NA,sitePW
treatment20C:siteCI5...1657,NA,237,NA,treatment20C:siteCI5
treatment20C:siteDB...1658,NA,237,NA,treatment20C:siteDB
treatment20C:sitePW...1659,NA,237,NA,treatment20C:sitePW
treatment20C...1660,-0.388976617,238,6.39E-60,treatment20C
siteCI5...1661,NA,238,NA,siteCI5
siteDB...1662,NA,238,NA,siteDB
sitePW...1663,NA,238,NA,sitePW
treatment20C:siteCI5...1664,NA,238,NA,treatment20C:siteCI5
treatment20C:siteDB...1665,NA,238,NA,treatment20C:siteDB
treatment20C:sitePW...1666,NA,238,NA,treatment20C:sitePW
treatment20C...1667,-0.756244619,239,5.16E-213,treatment20C
siteCI5...1668,NA,239,NA,siteCI5
siteDB...1669,NA,239,NA,siteDB
sitePW...1670,NA,239,NA,sitePW
treatment20C:siteCI5...1671,NA,239,NA,treatment20C:siteCI5
treatment20C:siteDB...1672,NA,239,NA,treatment20C:siteDB
treatment20C:sitePW...1673,NA,239,NA,treatment20C:sitePW
treatment20C...1674,-0.530145717,240,1.32E-105,treatment20C
siteCI5...1675,NA,240,NA,siteCI5
siteDB...1676,NA,240,NA,siteDB
sitePW...1677,NA,240,NA,sitePW
treatment20C:siteCI5...1678,NA,240,NA,treatment20C:siteCI5
treatment20C:siteDB...1679,NA,240,NA,treatment20C:siteDB
treatment20C:sitePW...1680,NA,240,NA,treatment20C:sitePW
treatment20C...1681,-0.54818528,241,6.99E-110,treatment20C
siteCI5...1682,NA,241,NA,siteCI5
siteDB...1683,NA,241,NA,siteDB
sitePW...1684,NA,241,NA,sitePW
treatment20C:siteCI5...1685,NA,241,NA,treatment20C:siteCI5
treatment20C:siteDB...1686,NA,241,NA,treatment20C:siteDB
treatment20C:sitePW...1687,NA,241,NA,treatment20C:sitePW
treatment20C...1688,-0.683172084,242,1.20E-164,treatment20C
siteCI5...1689,NA,242,NA,siteCI5
siteDB...1690,NA,242,NA,siteDB
sitePW...1691,NA,242,NA,sitePW
treatment20C:siteCI5...1692,NA,242,NA,treatment20C:siteCI5
treatment20C:siteDB...1693,NA,242,NA,treatment20C:siteDB
treatment20C:sitePW...1694,NA,242,NA,treatment20C:sitePW
treatment20C...1695,-0.471639117,243,2.60E-93,treatment20C
siteCI5...1696,NA,243,NA,siteCI5
siteDB...1697,NA,243,NA,siteDB
sitePW...1698,NA,243,NA,sitePW
treatment20C:siteCI5...1699,NA,243,NA,treatment20C:siteCI5
treatment20C:siteDB...1700,NA,243,NA,treatment20C:siteDB
treatment20C:sitePW...1701,NA,243,NA,treatment20C:sitePW
treatment20C...1702,-0.581115974,244,1.98E-125,treatment20C
siteCI5...1703,NA,244,NA,siteCI5
siteDB...1704,NA,244,NA,siteDB
sitePW...1705,NA,244,NA,sitePW
treatment20C:siteCI5...1706,NA,244,NA,treatment20C:siteCI5
treatment20C:siteDB...1707,NA,244,NA,treatment20C:siteDB
treatment20C:sitePW...1708,NA,244,NA,treatment20C:sitePW
treatment20C...1709,-0.566953991,245,5.69E-110,treatment20C
siteCI5...1710,NA,245,NA,siteCI5
siteDB...1711,NA,245,NA,siteDB
sitePW...1712,NA,245,NA,sitePW
treatment20C:siteCI5...1713,NA,245,NA,treatment20C:siteCI5
treatment20C:siteDB...1714,NA,245,NA,treatment20C:siteDB
treatment20C:sitePW...1715,NA,245,NA,treatment20C:sitePW
treatment20C...1716,-0.371995996,246,6.38E-51,treatment20C
siteCI5...1717,NA,246,NA,siteCI5
siteDB...1718,NA,246,NA,siteDB
sitePW...1719,NA,246,NA,sitePW
treatment20C:siteCI5...1720,NA,246,NA,treatment20C:siteCI5
treatment20C:siteDB...1721,NA,246,NA,treatment20C:siteDB
treatment20C:sitePW...1722,NA,246,NA,treatment20C:sitePW
treatment20C...1723,-0.558977668,247,3.59E-106,treatment20C
siteCI5...1724,NA,247,NA,siteCI5
siteDB...1725,NA,247,NA,siteDB
sitePW...1726,NA,247,NA,sitePW
treatment20C:siteCI5...1727,NA,247,NA,treatment20C:siteCI5
treatment20C:siteDB...1728,NA,247,NA,treatment20C:siteDB
treatment20C:sitePW...1729,NA,247,NA,treatment20C:sitePW
treatment20C...1730,-0.297214894,248,9.87E-34,treatment20C
siteCI5...1731,NA,248,NA,siteCI5
siteDB...1732,NA,248,NA,siteDB
sitePW...1733,NA,248,NA,sitePW
treatment20C:siteCI5...1734,NA,248,NA,treatment20C:siteCI5
treatment20C:siteDB...1735,NA,248,NA,treatment20C:siteDB
treatment20C:sitePW...1736,NA,248,NA,treatment20C:sitePW
treatment20C...1737,-0.403078517,249,2.45E-62,treatment20C
siteCI5...1738,NA,249,NA,siteCI5
siteDB...1739,NA,249,NA,siteDB
sitePW...1740,NA,249,NA,sitePW
treatment20C:siteCI5...1741,NA,249,NA,treatment20C:siteCI5
treatment20C:siteDB...1742,NA,249,NA,treatment20C:siteDB
treatment20C:sitePW...1743,NA,249,NA,treatment20C:sitePW
treatment20C...1744,-0.315225983,250,1.02E-40,treatment20C
siteCI5...1745,NA,250,NA,siteCI5
siteDB...1746,NA,250,NA,siteDB
sitePW...1747,NA,250,NA,sitePW
treatment20C:siteCI5...1748,NA,250,NA,treatment20C:siteCI5
treatment20C:siteDB...1749,NA,250,NA,treatment20C:siteDB
treatment20C:sitePW...1750,NA,250,NA,treatment20C:sitePW
treatment20C...1751,-0.476666941,251,1.26E-85,treatment20C
siteCI5...1752,NA,251,NA,siteCI5
siteDB...1753,NA,251,NA,siteDB
sitePW...1754,NA,251,NA,sitePW
treatment20C:siteCI5...1755,NA,251,NA,treatment20C:siteCI5
treatment20C:siteDB...1756,NA,251,NA,treatment20C:siteDB
treatment20C:sitePW...1757,NA,251,NA,treatment20C:sitePW
treatment20C...1758,-0.355369555,252,9.13E-50,treatment20C
siteCI5...1759,NA,252,NA,siteCI5
siteDB...1760,NA,252,NA,siteDB
sitePW...1761,NA,252,NA,sitePW
treatment20C:siteCI5...1762,NA,252,NA,treatment20C:siteCI5
treatment20C:siteDB...1763,NA,252,NA,treatment20C:siteDB
treatment20C:sitePW...1764,NA,252,NA,treatment20C:sitePW
treatment20C...1765,-0.361057534,253,9.33E-50,treatment20C
siteCI5...1766,NA,253,NA,siteCI5
siteDB...1767,NA,253,NA,siteDB
sitePW...1768,NA,253,NA,sitePW
treatment20C:siteCI5...1769,NA,253,NA,treatment20C:siteCI5
treatment20C:siteDB...1770,NA,253,NA,treatment20C:siteDB
treatment20C:sitePW...1771,NA,253,NA,treatment20C:sitePW
treatment20C...1772,-0.5994049,254,4.14E-136,treatment20C
siteCI5...1773,NA,254,NA,siteCI5
siteDB...1774,NA,254,NA,siteDB
sitePW...1775,NA,254,NA,sitePW
treatment20C:siteCI5...1776,NA,254,NA,treatment20C:siteCI5
treatment20C:siteDB...1777,NA,254,NA,treatment20C:siteDB
treatment20C:sitePW...1778,NA,254,NA,treatment20C:sitePW
treatment20C...1779,-0.66070268,255,1.96E-174,treatment20C
siteCI5...1780,NA,255,NA,siteCI5
siteDB...1781,NA,255,NA,siteDB
sitePW...1782,NA,255,NA,sitePW
treatment20C:siteCI5...1783,NA,255,NA,treatment20C:siteCI5
treatment20C:siteDB...1784,NA,255,NA,treatment20C:siteDB
treatment20C:sitePW...1785,NA,255,NA,treatment20C:sitePW
treatment20C...1786,-0.381282728,256,1.05E-57,treatment20C
siteCI5...1787,NA,256,NA,siteCI5
siteDB...1788,NA,256,NA,siteDB
sitePW...1789,NA,256,NA,sitePW
treatment20C:siteCI5...1790,NA,256,NA,treatment20C:siteCI5
treatment20C:siteDB...1791,NA,256,NA,treatment20C:siteDB
treatment20C:sitePW...1792,NA,256,NA,treatment20C:sitePW
treatment20C...1793,-0.358017014,257,5.01E-52,treatment20C
siteCI5...1794,NA,257,NA,siteCI5
siteDB...1795,NA,257,NA,siteDB
sitePW...1796,NA,257,NA,sitePW
treatment20C:siteCI5...1797,NA,257,NA,treatment20C:siteCI5
treatment20C:siteDB...1798,NA,257,NA,treatment20C:siteDB
treatment20C:sitePW...1799,NA,257,NA,treatment20C:sitePW
treatment20C...1800,-0.568203388,258,6.93E-118,treatment20C
siteCI5...1801,NA,258,NA,siteCI5
siteDB...1802,NA,258,NA,siteDB
sitePW...1803,NA,258,NA,sitePW
treatment20C:siteCI5...1804,NA,258,NA,treatment20C:siteCI5
treatment20C:siteDB...1805,NA,258,NA,treatment20C:siteDB
treatment20C:sitePW...1806,NA,258,NA,treatment20C:sitePW
treatment20C...1807,-0.497082338,259,3.31E-87,treatment20C
siteCI5...1808,NA,259,NA,siteCI5
siteDB...1809,NA,259,NA,siteDB
sitePW...1810,NA,259,NA,sitePW
treatment20C:siteCI5...1811,NA,259,NA,treatment20C:siteCI5
treatment20C:siteDB...1812,NA,259,NA,treatment20C:siteDB
treatment20C:sitePW...1813,NA,259,NA,treatment20C:sitePW
treatment20C...1814,-0.49547866,260,1.53E-87,treatment20C
siteCI5...1815,NA,260,NA,siteCI5
siteDB...1816,NA,260,NA,siteDB
sitePW...1817,NA,260,NA,sitePW
treatment20C:siteCI5...1818,NA,260,NA,treatment20C:siteCI5
treatment20C:siteDB...1819,NA,260,NA,treatment20C:siteDB
treatment20C:sitePW...1820,NA,260,NA,treatment20C:sitePW
treatment20C...1821,-0.706319236,261,4.32E-187,treatment20C
siteCI5...1822,NA,261,NA,siteCI5
siteDB...1823,NA,261,NA,siteDB
sitePW...1824,NA,261,NA,sitePW
treatment20C:siteCI5...1825,NA,261,NA,treatment20C:siteCI5
treatment20C:siteDB...1826,NA,261,NA,treatment20C:siteDB
treatment20C:sitePW...1827,NA,261,NA,treatment20C:sitePW
treatment20C...1828,-0.243618329,262,4.73E-25,treatment20C
siteCI5...1829,NA,262,NA,siteCI5
siteDB...1830,NA,262,NA,siteDB
sitePW...1831,NA,262,NA,sitePW
treatment20C:siteCI5...1832,NA,262,NA,treatment20C:siteCI5
treatment20C:siteDB...1833,NA,262,NA,treatment20C:siteDB
treatment20C:sitePW...1834,NA,262,NA,treatment20C:sitePW
treatment20C...1835,-0.32370245,263,6.15E-44,treatment20C
siteCI5...1836,NA,263,NA,siteCI5
siteDB...1837,NA,263,NA,siteDB
sitePW...1838,NA,263,NA,sitePW
treatment20C:siteCI5...1839,NA,263,NA,treatment20C:siteCI5
treatment20C:siteDB...1840,NA,263,NA,treatment20C:siteDB
treatment20C:sitePW...1841,NA,263,NA,treatment20C:sitePW
treatment20C...1842,-0.374519511,264,4.55E-58,treatment20C
siteCI5...1843,NA,264,NA,siteCI5
siteDB...1844,NA,264,NA,siteDB
sitePW...1845,NA,264,NA,sitePW
treatment20C:siteCI5...1846,NA,264,NA,treatment20C:siteCI5
treatment20C:siteDB...1847,NA,264,NA,treatment20C:siteDB
treatment20C:sitePW...1848,NA,264,NA,treatment20C:sitePW
treatment20C...1849,-0.508394862,265,2.67E-93,treatment20C
siteCI5...1850,NA,265,NA,siteCI5
siteDB...1851,NA,265,NA,siteDB
sitePW...1852,NA,265,NA,sitePW
treatment20C:siteCI5...1853,NA,265,NA,treatment20C:siteCI5
treatment20C:siteDB...1854,NA,265,NA,treatment20C:siteDB
treatment20C:sitePW...1855,NA,265,NA,treatment20C:sitePW
treatment20C...1856,-0.49391564,266,4.42E-92,treatment20C
siteCI5...1857,NA,266,NA,siteCI5
siteDB...1858,NA,266,NA,siteDB
sitePW...1859,NA,266,NA,sitePW
treatment20C:siteCI5...1860,NA,266,NA,treatment20C:siteCI5
treatment20C:siteDB...1861,NA,266,NA,treatment20C:siteDB
treatment20C:sitePW...1862,NA,266,NA,treatment20C:sitePW
treatment20C...1863,-0.46830734,267,2.00E-78,treatment20C
siteCI5...1864,NA,267,NA,siteCI5
siteDB...1865,NA,267,NA,siteDB
sitePW...1866,NA,267,NA,sitePW
treatment20C:siteCI5...1867,NA,267,NA,treatment20C:siteCI5
treatment20C:siteDB...1868,NA,267,NA,treatment20C:siteDB
treatment20C:sitePW...1869,NA,267,NA,treatment20C:sitePW
treatment20C...1870,-0.464438674,268,6.13E-80,treatment20C
siteCI5...1871,NA,268,NA,siteCI5
siteDB...1872,NA,268,NA,siteDB
sitePW...1873,NA,268,NA,sitePW
treatment20C:siteCI5...1874,NA,268,NA,treatment20C:siteCI5
treatment20C:siteDB...1875,NA,268,NA,treatment20C:siteDB
treatment20C:sitePW...1876,NA,268,NA,treatment20C:sitePW
treatment20C...1877,-0.596085061,269,1.72E-137,treatment20C
siteCI5...1878,NA,269,NA,siteCI5
siteDB...1879,NA,269,NA,siteDB
sitePW...1880,NA,269,NA,sitePW
treatment20C:siteCI5...1881,NA,269,NA,treatment20C:siteCI5
treatment20C:siteDB...1882,NA,269,NA,treatment20C:siteDB
treatment20C:sitePW...1883,NA,269,NA,treatment20C:sitePW
treatment20C...1884,-0.486750573,270,3.22E-87,treatment20C
siteCI5...1885,NA,270,NA,siteCI5
siteDB...1886,NA,270,NA,siteDB
sitePW...1887,NA,270,NA,sitePW
treatment20C:siteCI5...1888,NA,270,NA,treatment20C:siteCI5
treatment20C:siteDB...1889,NA,270,NA,treatment20C:siteDB
treatment20C:sitePW...1890,NA,270,NA,treatment20C:sitePW
treatment20C...1891,-0.40748334,271,1.06E-65,treatment20C
siteCI5...1892,NA,271,NA,siteCI5
siteDB...1893,NA,271,NA,siteDB
sitePW...1894,NA,271,NA,sitePW
treatment20C:siteCI5...1895,NA,271,NA,treatment20C:siteCI5
treatment20C:siteDB...1896,NA,271,NA,treatment20C:siteDB
treatment20C:sitePW...1897,NA,271,NA,treatment20C:sitePW
treatment20C...1898,-0.612235241,272,3.74E-144,treatment20C
siteCI5...1899,NA,272,NA,siteCI5
siteDB...1900,NA,272,NA,siteDB
sitePW...1901,NA,272,NA,sitePW
treatment20C:siteCI5...1902,NA,272,NA,treatment20C:siteCI5
treatment20C:siteDB...1903,NA,272,NA,treatment20C:siteDB
treatment20C:sitePW...1904,NA,272,NA,treatment20C:sitePW
treatment20C...1905,-0.506675667,273,7.26E-98,treatment20C
siteCI5...1906,NA,273,NA,siteCI5
siteDB...1907,NA,273,NA,siteDB
sitePW...1908,NA,273,NA,sitePW
treatment20C:siteCI5...1909,NA,273,NA,treatment20C:siteCI5
treatment20C:siteDB...1910,NA,273,NA,treatment20C:siteDB
treatment20C:sitePW...1911,NA,273,NA,treatment20C:sitePW
treatment20C...1912,-0.314901455,274,2.11E-40,treatment20C
siteCI5...1913,NA,274,NA,siteCI5
siteDB...1914,NA,274,NA,siteDB
sitePW...1915,NA,274,NA,sitePW
treatment20C:siteCI5...1916,NA,274,NA,treatment20C:siteCI5
treatment20C:siteDB...1917,NA,274,NA,treatment20C:siteDB
treatment20C:sitePW...1918,NA,274,NA,treatment20C:sitePW
treatment20C...1919,-0.514999451,275,8.22E-107,treatment20C
siteCI5...1920,NA,275,NA,siteCI5
siteDB...1921,NA,275,NA,siteDB
sitePW...1922,NA,275,NA,sitePW
treatment20C:siteCI5...1923,NA,275,NA,treatment20C:siteCI5
treatment20C:siteDB...1924,NA,275,NA,treatment20C:siteDB
treatment20C:sitePW...1925,NA,275,NA,treatment20C:sitePW
treatment20C...1926,-0.379372184,276,1.31E-54,treatment20C
siteCI5...1927,NA,276,NA,siteCI5
siteDB...1928,NA,276,NA,siteDB
sitePW...1929,NA,276,NA,sitePW
treatment20C:siteCI5...1930,NA,276,NA,treatment20C:siteCI5
treatment20C:siteDB...1931,NA,276,NA,treatment20C:siteDB
treatment20C:sitePW...1932,NA,276,NA,treatment20C:sitePW
treatment20C...1933,-0.488013664,277,1.73E-98,treatment20C
siteCI5...1934,NA,277,NA,siteCI5
siteDB...1935,NA,277,NA,siteDB
sitePW...1936,NA,277,NA,sitePW
treatment20C:siteCI5...1937,NA,277,NA,treatment20C:siteCI5
treatment20C:siteDB...1938,NA,277,NA,treatment20C:siteDB
treatment20C:sitePW...1939,NA,277,NA,treatment20C:sitePW
treatment20C...1940,-0.698827478,278,1.65E-176,treatment20C
siteCI5...1941,NA,278,NA,siteCI5
siteDB...1942,NA,278,NA,siteDB
sitePW...1943,NA,278,NA,sitePW
treatment20C:siteCI5...1944,NA,278,NA,treatment20C:siteCI5
treatment20C:siteDB...1945,NA,278,NA,treatment20C:siteDB
treatment20C:sitePW...1946,NA,278,NA,treatment20C:sitePW
treatment20C...1947,-0.306949161,279,2.37E-35,treatment20C
siteCI5...1948,NA,279,NA,siteCI5
siteDB...1949,NA,279,NA,siteDB
sitePW...1950,NA,279,NA,sitePW
treatment20C:siteCI5...1951,NA,279,NA,treatment20C:siteCI5
treatment20C:siteDB...1952,NA,279,NA,treatment20C:siteDB
treatment20C:sitePW...1953,NA,279,NA,treatment20C:sitePW
treatment20C...1954,-0.600988732,280,5.14E-133,treatment20C
siteCI5...1955,NA,280,NA,siteCI5
siteDB...1956,NA,280,NA,siteDB
sitePW...1957,NA,280,NA,sitePW
treatment20C:siteCI5...1958,NA,280,NA,treatment20C:siteCI5
treatment20C:siteDB...1959,NA,280,NA,treatment20C:siteDB
treatment20C:sitePW...1960,NA,280,NA,treatment20C:sitePW
treatment20C...1961,-0.480732394,281,3.39E-84,treatment20C
siteCI5...1962,NA,281,NA,siteCI5
siteDB...1963,NA,281,NA,siteDB
sitePW...1964,NA,281,NA,sitePW
treatment20C:siteCI5...1965,NA,281,NA,treatment20C:siteCI5
treatment20C:siteDB...1966,NA,281,NA,treatment20C:siteDB
treatment20C:sitePW...1967,NA,281,NA,treatment20C:sitePW
treatment20C...1968,-0.460441044,282,1.56E-81,treatment20C
siteCI5...1969,NA,282,NA,siteCI5
siteDB...1970,NA,282,NA,siteDB
sitePW...1971,NA,282,NA,sitePW
treatment20C:siteCI5...1972,NA,282,NA,treatment20C:siteCI5
treatment20C:siteDB...1973,NA,282,NA,treatment20C:siteDB
treatment20C:sitePW...1974,NA,282,NA,treatment20C:sitePW
treatment20C...1975,-0.3959044,283,4.72E-62,treatment20C
siteCI5...1976,NA,283,NA,siteCI5
siteDB...1977,NA,283,NA,siteDB
sitePW...1978,NA,283,NA,sitePW
treatment20C:siteCI5...1979,NA,283,NA,treatment20C:siteCI5
treatment20C:siteDB...1980,NA,283,NA,treatment20C:siteDB
treatment20C:sitePW...1981,NA,283,NA,treatment20C:sitePW
treatment20C...1982,-0.373215287,284,8.06E-54,treatment20C
siteCI5...1983,NA,284,NA,siteCI5
siteDB...1984,NA,284,NA,siteDB
sitePW...1985,NA,284,NA,sitePW
treatment20C:siteCI5...1986,NA,284,NA,treatment20C:siteCI5
treatment20C:siteDB...1987,NA,284,NA,treatment20C:siteDB
treatment20C:sitePW...1988,NA,284,NA,treatment20C:sitePW
treatment20C...1989,-0.447933442,285,4.42E-74,treatment20C
siteCI5...1990,NA,285,NA,siteCI5
siteDB...1991,NA,285,NA,siteDB
sitePW...1992,NA,285,NA,sitePW
treatment20C:siteCI5...1993,NA,285,NA,treatment20C:siteCI5
treatment20C:siteDB...1994,NA,285,NA,treatment20C:siteDB
treatment20C:sitePW...1995,NA,285,NA,treatment20C:sitePW
treatment20C...1996,-0.403145952,286,1.66E-61,treatment20C
siteCI5...1997,NA,286,NA,siteCI5
siteDB...1998,NA,286,NA,siteDB
sitePW...1999,NA,286,NA,sitePW
treatment20C:siteCI5...2000,NA,286,NA,treatment20C:siteCI5
treatment20C:siteDB...2001,NA,286,NA,treatment20C:siteDB
treatment20C:sitePW...2002,NA,286,NA,treatment20C:sitePW
treatment20C...2003,-0.368901119,287,7.58E-61,treatment20C
siteCI5...2004,NA,287,NA,siteCI5
siteDB...2005,NA,287,NA,siteDB
sitePW...2006,NA,287,NA,sitePW
treatment20C:siteCI5...2007,NA,287,NA,treatment20C:siteCI5
treatment20C:siteDB...2008,NA,287,NA,treatment20C:siteDB
treatment20C:sitePW...2009,NA,287,NA,treatment20C:sitePW
treatment20C...2010,-0.447786165,288,2.56E-73,treatment20C
siteCI5...2011,NA,288,NA,siteCI5
siteDB...2012,NA,288,NA,siteDB
sitePW...2013,NA,288,NA,sitePW
treatment20C:siteCI5...2014,NA,288,NA,treatment20C:siteCI5
treatment20C:siteDB...2015,NA,288,NA,treatment20C:siteDB
treatment20C:sitePW...2016,NA,288,NA,treatment20C:sitePW
treatment20C...2017,-0.597501376,289,2.62E-132,treatment20C
siteCI5...2018,NA,289,NA,siteCI5
siteDB...2019,NA,289,NA,siteDB
sitePW...2020,NA,289,NA,sitePW
